0 1 1 0 e 51 	685.769705042	6.109e-04	27
1 0 0 0 e 16 	687.638776754	2.008e-04	22
1 0 0 0 e 18 	695.266217763	2.155e-04	24
0 1 1 0 f 52 	697.342489340	6.330e-04	19
1 0 0 0 e 20 	703.765344355	2.311e-04	24
0 0 0 0 e 80 	706.642340429	1.041e-03	28
0 1 1 0 e 53 	708.708923299	6.484e-04	29
1 0 0 0 e 22 	713.135883103	2.481e-04	21
0 1 1 0 f 54 	720.734554102	6.693e-04	21
1 0 0 0 e 24 	723.377883777	2.635e-04	24
0 1 1 0 e 55 	732.520932794	6.773e-04	28
1 0 0 0 e 26 	734.491273750	2.793e-04	21
0 0 0 0 e 82 	742.166370932	1.073e-03	30
0 1 1 0 f 56 	745.000594652	7.164e-04	22
1 0 0 0 e 28 	746.475984362	2.958e-04	21
0 1 1 0 e 57 	757.205602353	7.021e-04	29
1 0 0 0 e 30 	759.332190469	3.120e-04	21
0 1 1 0 f 58 	770.139210830	7.440e-04	17
1 0 0 0 e 32 	773.059482840	3.286e-04	22
0 0 0 0 e 84 	778.559685106	1.100e-03	29
0 1 1 0 e 59 	782.762733726	7.258e-04	26
1 0 0 0 e 34 	787.657885654	3.464e-04	21
0 2 2 0 f 3 	793.699672090	8.991e-04	4
0 2 2 0 e 4 	794.576288599	2.214e-03	6
0 2 2 0 f 5 	795.672033605	6.115e-04	10
0 1 1 0 f 60 	796.150875365	7.736e-04	20
0 2 2 0 e 6 	796.987727658	7.767e-04	6
0 2 2 0 f 7 	798.521209123	6.124e-04	10
0 2 2 0 e 8 	800.274955772	7.761e-04	10
0 2 0 0 e 0 	801.868052067	4.488e-04	1
0 2 2 0 f 9 	802.245630849	1.052e-03	8
0 2 0 0 e 2 	802.523773433	8.679e-04	5
1 0 0 0 e 36 	803.127458759	3.656e-04	24
0 2 0 0 e 4 	804.056725807	8.906e-04	6
0 2 2 0 e 10 	804.438010704	7.737e-04	8
0 2 0 0 e 6 	806.465131414	4.119e-04	9
0 2 2 0 f 11 	806.847086047	6.164e-04	12
0 1 1 0 e 61 	809.192293445	7.503e-04	28
0 2 2 0 e 12 	809.477135373	7.700e-04	9
0 2 0 0 e 8 	809.749871992	4.136e-04	12
0 2 2 0 f 13 	812.324419720	6.252e-04	12
0 2 0 0 e 10 	813.910706363	4.162e-04	10
0 2 2 0 e 14 	815.392473220	7.600e-04	15
0 0 0 0 e 86 	815.821867062	1.128e-03	27
0 2 2 0 f 15 	818.677743767	1.034e-03	11
0 2 0 0 e 12 	818.947910045	4.267e-04	12
1 0 0 0 e 38 	819.468505691	4.085e-04	22
0 2 2 0 e 16 	822.183663948	7.526e-04	11
0 1 1 0 f 62 	823.035423719	7.975e-04	18
0 2 0 0 e 14 	824.860671123	5.832e-04	10
0 2 2 0 f 17 	825.907184767	6.299e-04	13
0 2 2 0 e 18 	829.850876778	7.320e-04	13
0 2 0 0 e 16 	831.647876269	4.410e-04	13
0 2 2 0 f 19 	834.012632875	6.348e-04	11
0 1 1 0 e 63 	836.494030763	7.744e-04	26
1 0 0 0 e 40 	836.679939197	4.491e-04	22
0 2 2 0 e 20 	838.394451185	6.704e-04	14
0 2 0 0 e 18 	839.312058731	4.412e-04	14
0 2 2 0 f 21 	842.994435295	8.664e-04	13
0 2 2 0 e 22 	847.814152766	6.384e-04	10
0 2 0 0 e 20 	847.852291922	4.495e-04	14
0 1 1 0 f 64 	850.792698365	8.222e-04	23
0 2 2 0 f 23 	852.851951619	6.539e-04	13
0 0 0 0 e 88 	853.952871458	1.163e-03	28
1 0 0 0 e 42 	854.762322816	4.860e-04	22
0 2 0 0 e 22 	857.268370025	4.589e-04	13
0 2 2 0 e 24 	858.109719399	6.516e-04	13
0 2 2 0 f 25 	863.585779953	6.539e-04	11
0 1 1 0 e 65 	864.667735767	8.005e-04	30
0 2 0 0 e 24 	867.559843173	4.678e-04	12
0 2 2 0 e 26 	869.281696306	6.589e-04	12
1 0 0 0 e 44 	873.715379812	5.027e-04	20
0 2 2 0 f 27 	875.195945775	6.604e-04	14
0 2 0 0 e 26 	878.726904536	4.870e-04	14
0 1 1 0 f 66 	879.422739225	8.427e-04	17
0 2 2 0 e 28 	881.329734696	6.590e-04	13
0 2 2 0 f 29 	887.682158014	8.417e-04	12
0 2 0 0 e 28 	890.769140773	4.872e-04	13
0 0 0 0 e 90 	892.952501733	1.209e-03	26
1 0 0 0 e 46 	893.538073864	5.128e-04	23
0 1 1 0 e 67 	893.713538657	8.295e-04	26
0 2 2 0 e 30 	894.254810090	6.665e-04	14
0 2 2 0 f 31 	901.044792412	6.761e-04	14
0 2 0 0 e 30 	903.687162032	4.972e-04	13
0 2 2 0 e 32 	908.054774534	6.744e-04	13
0 1 1 0 f 68 	908.925337007	8.693e-04	20
1 0 0 0 e 48 	914.232212964	5.505e-04	19
0 2 2 0 f 33 	915.283709959	6.854e-04	13
0 2 0 0 e 32 	917.480390174	5.078e-04	13
0 2 2 0 e 34 	922.731112233	6.832e-04	11
0 1 1 0 e 69 	923.631589211	8.788e-04	30
0 2 2 0 f 35 	930.398173313	6.988e-04	16
0 2 0 0 e 34 	932.149513898	5.195e-04	17
0 0 0 0 e 92 	932.820565846	1.252e-03	26
1 0 0 0 e 50 	935.796833086	5.879e-04	21
0 2 2 0 e 36 	938.283422745	7.395e-04	11
0 1 1 0 f 70 	939.300027238	8.985e-04	24
0 2 2 0 f 37 	946.387820060	1.087e-03	9
0 2 0 0 e 36 	947.693658052	5.325e-04	18
0 1 1 0 e 71 	954.420851409	9.165e-04	24
0 2 2 0 e 38 	954.710757299	7.176e-04	14
1 0 0 0 e 52 	958.231726104	6.273e-04	24
0 2 2 0 f 39 	963.254035479	1.276e-03	10
0 2 0 0 e 38 	964.113066904	5.470e-04	14
0 1 1 0 f 72 	970.546934836	9.255e-04	19
0 2 2 0 e 40 	972.013413552	7.332e-04	12
0 0 0 0 e 94 	973.556406566	1.295e-03	21
0 2 2 0 f 41 	980.996331897	8.735e-04	13
0 2 0 0 e 40 	981.407372220	5.973e-04	12
1 0 0 0 e 54 	981.536535492	6.612e-04	23
0 1 1 0 e 73 	986.081557861	9.497e-04	25
0 2 2 0 e 42 	990.191660693	7.342e-04	14
0 2 0 0 e 42 	999.576874500	5.968e-04	15
0 2 2 0 f 43 	999.612478783	8.744e-04	14
0 1 1 0 f 74 	1002.665923341	9.545e-04	23
1 0 0 0 e 56 	1005.711948475	6.902e-04	24
0 2 2 0 e 44 	1009.245354558	7.559e-04	13
0 0 0 0 e 96 	1015.160516447	1.338e-03	23
0 1 1 0 e 75 	1018.613556627	9.735e-04	23
0 2 0 0 e 44 	1018.621107718	6.168e-04	15
0 2 2 0 f 45 	1019.104214781	8.008e-04	14
0 2 2 0 e 46 	1029.173504766	7.700e-04	13
1 0 0 0 e 58 	1030.757018503	7.129e-04	23
0 1 1 0 f 76 	1035.656601120	9.913e-04	20
0 2 0 0 e 46 	1038.540842727	6.413e-04	15
0 2 2 0 f 47 	1039.470843483	8.028e-04	14
1 1 1 0 e 1 	1046.672899902	7.000e-05	2
1 1 1 0 f 2 	1047.110418398	1.061e-03	2
1 1 1 0 e 3 	1047.764657504	7.380e-05	6
1 1 1 0 f 4 	1048.639640356	8.933e-05	5
1 1 1 0 e 5 	1049.729761264	8.050e-05	4
0 2 2 0 e 48 	1049.977438940	8.000e-04	13
1 1 1 0 f 6 	1051.043513795	9.818e-05	4
0 1 1 0 e 77 	1052.016447885	1.000e-03	25
1 1 1 0 e 7 	1052.568281697	9.021e-05	5
1 1 1 0 f 8 	1054.321278805	1.093e-04	4
1 1 1 0 e 9 	1056.280218702	1.022e-04	6
1 0 0 0 e 60 	1056.671785387	7.417e-04	23
0 0 0 0 e 98 	1057.632333002	1.376e-03	23
1 1 1 0 f 10 	1058.473218484	1.246e-04	5
0 2 0 0 e 48 	1059.334919511	6.770e-04	13
0 2 2 0 f 49 	1060.712370235	8.330e-04	11
1 1 1 0 e 11 	1060.865515355	1.184e-04	7
1 1 1 0 f 12 	1063.499332984	1.970e-04	9
1 1 1 0 e 13 	1066.324193863	1.486e-04	13
1 1 1 0 f 14 	1069.398985308	2.127e-04	6
0 1 1 0 f 78 	1069.518924087	1.026e-03	18
0 2 2 0 e 50 	1071.655269640	8.304e-04	12
1 1 1 0 e 15 	1072.655923197	1.704e-04	7
1 1 1 0 f 16 	1076.172925592	2.062e-04	9
1 1 1 0 e 17 	1079.862651599	2.761e-04	10
0 2 0 0 e 50 	1081.004247397	7.130e-04	15
0 2 2 0 f 51 	1082.828542849	8.590e-04	11
1 0 0 0 e 62 	1083.456356748	7.680e-04	22
1 1 1 0 f 18 	1083.821022270	2.211e-04	8
0 1 1 0 e 79 	1086.290236260	1.021e-03	23
1 1 1 0 e 19 	1087.940928858	2.393e-04	8
1 1 1 0 f 20 	1092.342536334	2.497e-04	8
0 2 2 0 e 52 	1094.208470563	8.889e-04	11
1 1 1 0 e 21 	1096.891065639	2.243e-04	10
0 0 0 0 e 100 	1100.971904220	1.415e-03	21
1 1 1 0 f 22 	1101.738092873	2.693e-04	9
0 2 0 0 e 52 	1103.547622019	7.472e-04	18
0 1 1 0 f 80 	1104.252873844	1.061e-03	17
0 2 2 0 f 53 	1105.820116667	8.856e-04	14
1 1 1 0 e 23 	1106.715943492	2.399e-04	9
1 0 0 0 e 64 	1111.110261563	7.932e-04	19
1 1 1 0 f 24 	1112.007944046	2.881e-04	10
1 1 1 0 e 25 	1117.414025685	2.622e-04	8
0 2 2 0 e 54 	1117.636508111	8.873e-04	12
0 1 1 0 e 81 	1121.434980286	1.051e-03	19
1 1 1 0 f 26 	1123.150352175	4.270e-04	6
0 2 0 0 e 54 	1126.965163142	7.802e-04	13
1 1 1 0 e 27 	1128.984776900	2.863e-04	11
0 2 2 0 f 55 	1129.686183313	9.472e-04	13
1 1 1 0 f 28 	1135.167417287	3.445e-04	7
1 0 0 0 e 66 	1139.633649339	8.161e-04	16
0 1 1 0 f 82 	1139.858073975	1.090e-03	19
1 1 1 0 e 29 	1141.428120294	3.147e-04	12
0 2 2 0 e 56 	1141.938130506	9.365e-04	8
0 0 0 0 e 102 	1145.178652216	1.451e-03	18
1 1 1 0 f 30 	1148.057975189	3.554e-04	9
0 2 0 0 e 56 	1151.257825242	8.026e-04	12
0 2 2 0 f 57 	1154.426637656	1.292e-03	14
1 1 1 0 e 31 	1154.744931921	3.469e-04	12
0 1 1 0 e 83 	1157.450329642	1.082e-03	18
1 1 1 0 f 32 	1161.822233726	3.730e-04	10
0 2 2 0 e 58 	1167.114789721	9.455e-04	12
1 1 1 0 e 33 	1168.935246485	4.241e-04	11
1 0 0 0 e 68 	1169.026011931	8.455e-04	21
0 1 1 0 f 84 	1176.334385514	1.121e-03	20
0 2 0 0 e 58 	1176.424514243	8.239e-04	15
1 1 1 0 f 34 	1176.460590365	4.111e-04	7
0 2 2 0 f 59 	1180.041817266	9.916e-04	9
1 1 1 0 e 35 	1183.997273936	4.071e-04	12
0 0 0 0 e 104 	1190.252419024	1.489e-03	19
1 1 1 0 f 36 	1191.971402657	4.428e-04	11
0 2 2 0 e 60 	1193.164944236	9.645e-04	9
0 1 1 0 e 85 	1194.336538861	1.112e-03	19
0 3 3 0 f 8 	1197.089409123	1.049e-03	1
0 3 3 0 e 9 	1199.065883238	1.515e-03	3
1 0 0 0 e 70 	1199.287609045	8.780e-04	19
1 1 1 0 e 37 	1199.931487787	4.154e-04	12
0 3 3 0 f 10 	1201.261830849	1.354e-03	2
0 2 0 0 e 60 	1202.464811773	8.442e-04	14
0 3 3 0 f 12 	1206.309602884	1.052e-03	3
0 2 2 0 f 61 	1206.531317266	1.411e-03	7
0 3 1 0 e 1 	1207.095679312	1.200e-04	3
0 3 1 0 f 2 	1207.536096880	6.648e-04	3
0 3 1 0 e 3 	1208.191444318	6.066e-04	4
1 1 1 0 f 38 	1208.355250130	4.596e-04	8
0 3 1 0 f 4 	1209.073340926	4.897e-04	3
0 3 3 0 e 13 	1209.164473220	1.140e-03	3
0 3 1 0 e 5 	1210.162710481	5.170e-04	3
0 3 1 0 f 6 	1211.486392085	3.842e-04	3
0 3 1 0 e 7 	1213.014523556	6.903e-04	8
0 1 1 0 f 86 	1213.680441664	1.151e-03	12
0 3 1 0 f 8 	1214.779428227	1.846e-03	4
0 3 3 0 e 15 	1215.528573220	1.140e-03	2
1 1 1 0 e 39 	1216.739287984	4.152e-04	12
0 3 1 0 e 9 	1216.740092141	1.412e-04	5
0 3 1 0 f 10 	1218.948445436	7.020e-04	4
0 3 3 0 f 16 	1219.041543767	1.339e-03	1
0 2 2 0 e 62 	1220.089996409	1.291e-03	7
0 3 1 0 e 11 	1221.342458647	2.812e-04	7
0 3 1 0 f 12 	1223.996144893	1.066e-03	5
1 1 1 0 f 40 	1225.613312803	4.751e-04	7
0 3 3 0 f 18 	1226.723417242	1.131e-03	4
0 3 1 0 e 13 	1226.822242033	1.897e-04	7
0 2 0 0 e 62 	1229.380075799	8.788e-04	12
0 3 1 0 f 14 	1229.922313418	4.404e-04	5
1 0 0 0 e 72 	1230.418076924	9.090e-04	17
0 1 1 0 e 87 	1232.092791707	1.169e-03	14
0 3 1 0 e 15 	1233.178226449	1.810e-04	6
0 2 2 0 f 63 	1233.894693497	1.003e-03	11
1 1 1 0 e 41 	1234.419581078	4.356e-04	10
0 3 3 0 f 20 	1235.283775664	1.101e-03	3
0 0 0 0 e 106 	1236.192553845	1.525e-03	14
0 3 1 0 f 16 	1236.725753681	8.383e-04	5
0 3 3 0 e 21 	1239.895751185	1.083e-03	4
0 3 1 0 e 17 	1240.411098092	3.302e-04	8
1 1 1 0 f 42 	1243.742842319	4.517e-04	8
0 3 1 0 f 18 	1244.406424841	4.072e-04	4
0 3 3 0 f 22 	1244.721058191	1.074e-03	4
0 2 2 0 e 64 	1247.888371858	1.549e-03	10
0 3 1 0 e 19 	1248.520300293	2.715e-04	9
0 3 3 0 e 23 	1249.772851185	1.761e-03	2
0 1 1 0 f 88 	1251.898581115	1.180e-03	14
0 3 1 0 f 20 	1252.965358965	9.903e-04	5
1 1 1 0 e 43 	1252.971775543	4.589e-04	8
0 3 3 0 f 24 	1255.037451052	1.074e-03	5
0 2 0 0 e 64 	1257.168209764	1.030e-03	12
0 3 1 0 e 21 	1257.505867263	2.409e-04	9
0 3 3 0 e 25 	1260.528851185	2.380e-03	3
0 2 2 0 f 65 	1262.132834281	1.023e-03	7
0 3 1 0 f 22 	1262.401170391	6.206e-04	7
1 0 0 0 e 74 	1262.417374585	9.374e-04	17
1 1 1 0 f 44 	1262.746037606	4.798e-04	11
0 3 3 0 f 26 	1266.228745775	1.078e-03	3
0 3 1 0 e 23 	1267.368087021	2.919e-04	7
0 1 1 0 e 89 	1270.718160363	1.205e-03	18
0 3 3 0 e 27 	1272.158322534	2.762e-03	4
1 1 1 0 e 45 	1272.396030032	4.896e-04	13
0 3 1 0 f 24 	1272.716006340	8.556e-04	3
0 2 2 0 e 66 	1276.561129111	1.771e-03	7
0 3 1 0 e 25 	1278.106683486	3.949e-04	7
0 3 3 0 f 28 	1278.301448954	1.104e-03	3
1 1 1 0 f 46 	1282.622594427	5.139e-04	10
0 0 0 0 e 108 	1282.999737614	1.560e-03	14
0 3 1 0 f 26 	1283.907848865	4.621e-04	5
0 3 3 0 e 29 	1284.667722534	2.231e-03	3
0 2 0 0 e 66 	1285.830140277	1.052e-03	11
0 3 1 0 e 27 	1289.721751396	2.768e-04	7
0 1 1 0 f 90 	1290.987648523	1.213e-03	16
0 2 2 0 f 67 	1291.246022181	1.039e-03	8
0 3 3 0 f 30 	1291.250654838	1.087e-03	6
1 1 1 0 e 47 	1292.692809939	5.223e-04	13
1 0 0 0 e 76 	1295.285220447	9.753e-04	17
0 3 1 0 f 28 	1295.976765710	3.499e-04	3
0 3 3 0 e 31 	1298.056422534	1.703e-03	4
0 3 1 0 e 29 	1302.213054998	2.940e-04	8
1 1 1 0 f 48 	1303.371087422	5.491e-04	11
0 3 3 0 f 32 	1305.077424500	1.087e-03	5
0 2 2 0 e 68 	1306.110918204	2.866e-03	7
0 3 1 0 f 30 	1308.923201798	5.858e-04	6
0 1 1 0 e 91 	1310.214484000	1.241e-03	14
0 3 3 0 e 33 	1312.321574534	1.086e-03	5
2 0 0 0 e 0 	1313.693944213	1.000e-03	1
1 1 1 0 e 49 	1313.861590415	5.657e-04	11
2 0 0 0 e 2 	1314.346744213	1.000e-03	1
0 2 0 0 e 68 	1315.365998062	1.116e-03	9
0 3 1 0 e 31 	1315.580565796	3.173e-04	7
2 0 0 0 e 4 	1315.871395044	1.001e-03	1
2 0 0 0 e 6 	1318.264695044	1.001e-03	1
0 3 3 0 f 34 	1319.782854359	1.102e-03	5
0 2 2 0 f 69 	1321.231744318	1.061e-03	10
2 0 0 0 e 8 	1321.526886225	3.117e-03	3
0 3 1 0 f 32 	1322.747020592	9.350e-04	7
1 1 1 0 f 50 	1324.992691535	5.827e-04	8
2 0 0 0 e 10 	1325.667213513	3.405e-04	2
0 3 3 0 e 35 	1327.463774534	1.703e-03	4
1 0 0 0 e 78 	1329.021010131	1.014e-03	12
0 3 1 0 e 33 	1329.824353547	3.273e-04	4
2 0 0 0 e 12 	1330.669978969	1.006e-03	2
0 0 0 0 e 110 	1330.673187329	1.593e-03	12
0 1 1 0 f 92 	1330.946449048	1.257e-03	12
0 3 3 0 f 36 	1335.365365143	1.102e-03	7
1 1 1 0 e 51 	1335.902744363	6.088e-04	8
0 2 2 0 e 70 	1336.536023461	1.954e-03	11
2 0 0 0 e 14 	1336.547047430	1.009e-03	2
0 3 1 0 f 34 	1337.449016578	5.946e-04	6
2 0 0 0 e 16 	1343.293891209	1.012e-03	1
0 3 3 0 e 37 	1343.483854534	2.231e-03	4
0 3 1 0 e 35 	1344.944211501	3.484e-04	5
0 2 0 0 e 70 	1345.774946025	1.094e-03	9
1 1 1 0 f 52 	1347.488203550	6.593e-04	9
0 1 1 0 e 93 	1350.579802741	1.277e-03	14
2 0 0 0 e 18 	1350.911819133	3.575e-04	5
0 3 3 0 f 38 	1351.824814644	1.534e-03	4
0 2 2 0 f 71 	1352.090716597	1.085e-03	9
0 3 1 0 f 36 	1353.027598569	4.683e-04	5
1 1 1 0 e 53 	1358.815770571	6.446e-04	9
2 0 0 0 e 20 	1359.397880543	3.667e-04	2
0 3 3 0 e 39 	1360.377854534	3.525e-03	5
0 3 1 0 e 37 	1360.940140148	4.265e-04	9
1 0 0 0 e 80 	1363.625247182	1.040e-03	13
0 2 2 0 e 72 	1367.829358263	1.504e-03	6
2 0 0 0 e 22 	1368.756119956	3.686e-04	3
0 3 3 0 f 40 	1369.160853728	1.221e-03	5
0 3 1 0 f 38 	1369.483327461	9.035e-04	7
1 1 1 0 f 54 	1370.855044218	6.875e-04	9
0 1 1 0 f 94 	1371.775061233	1.301e-03	15
0 2 0 0 e 72 	1377.056697497	1.157e-03	10
0 3 1 0 e 39 	1377.811883441	4.022e-04	7
0 3 3 0 e 41 	1378.152054534	4.650e-03	2
2 0 0 0 e 24 	1378.984975263	3.806e-04	3
0 0 0 0 e 112 	1379.212029143	1.624e-03	12
1 1 1 0 e 55 	1382.600248877	6.737e-04	7
0 2 2 0 f 73 	1383.823239116	1.108e-03	8
0 3 1 0 f 40 	1386.816283412	7.276e-04	4
0 3 3 0 f 42 	1387.375462662	1.307e-03	3
2 0 0 0 e 26 	1390.084037173	4.960e-04	3
0 1 1 0 e 95 	1391.814401265	1.335e-03	13
1 1 1 0 f 56 	1395.095235153	7.258e-04	6
0 3 1 0 e 41 	1395.559481031	4.165e-04	8
0 3 3 0 e 43 	1396.807938940	2.423e-03	3
1 0 0 0 e 82 	1399.098105290	1.070e-03	12
0 2 2 0 e 74 	1399.997544617	1.195e-03	9
2 0 0 0 e 28 	1402.053900939	1.398e-03	4
0 3 1 0 f 42 	1405.025751960	6.269e-04	7
0 3 3 0 f 44 	1406.465359442	1.198e-03	4
1 1 1 0 e 57 	1407.255970927	6.977e-04	8
0 2 0 0 e 74 	1409.212354836	1.022e-03	10
0 1 1 0 f 96 	1413.473724724	1.359e-03	8
0 3 1 0 e 43 	1414.182912015	4.535e-04	6
2 0 0 0 e 30 	1414.891928262	5.682e-04	4
0 3 3 0 e 45 	1416.336638940	1.816e-03	4
0 2 2 0 f 75 	1416.428897330	1.132e-03	7
1 1 1 0 f 58 	1420.206136689	7.470e-04	5
0 3 1 0 f 44 	1424.113280151	6.619e-04	6
0 3 3 0 f 46 	1426.431534285	1.520e-03	3
2 0 0 0 e 32 	1428.600541003	5.826e-04	5
0 0 0 0 e 114 	1428.617814675	1.654e-03	9
1 1 1 0 e 59 	1432.783685099	7.260e-04	5
0 2 2 0 e 76 	1433.037414813	1.147e-03	10
0 3 1 0 e 45 	1433.681914286	4.854e-04	8
0 1 1 0 e 97 	1433.918547721	1.357e-03	9
1 0 0 0 e 84 	1435.438263068	1.102e-03	12
0 3 3 0 e 47 	1436.742838940	1.169e-03	5
0 2 0 0 e 76 	1442.240701196	1.061e-03	10
2 0 0 0 e 34 	1443.179030970	1.053e-03	2
0 3 1 0 f 46 	1444.075909300	9.784e-04	6
1 2 2 0 e 8 	1444.086855772	1.613e-03	1
1 1 1 0 f 60 	1446.190007904	7.673e-04	6
1 2 0 0 e 0 	1447.075744213	4.002e-04	1
0 3 3 0 f 48 	1447.275134285	2.376e-03	4
1 2 0 0 e 2 	1447.732424182	4.002e-04	2
1 2 2 0 e 10 	1448.246773220	2.889e-03	1
1 2 0 0 e 4 	1449.263901438	1.555e-03	4
0 2 2 0 f 77 	1449.907855550	1.164e-03	6
1 2 0 0 e 6 	1451.669545520	4.029e-04	3
1 2 2 0 e 12 	1453.281673220	1.594e-03	2
0 3 1 0 e 47 	1454.056512852	5.524e-04	9
1 2 0 0 e 8 	1454.951429205	4.053e-04	4
0 1 1 0 f 98 	1456.042107751	1.398e-03	9
0 3 3 0 e 49 	1458.023861501	1.886e-03	3
2 0 0 0 e 36 	1458.627400739	4.629e-04	3
1 2 0 0 e 10 	1459.108394075	9.118e-04	3
1 1 1 0 e 61 	1459.182723466	7.513e-04	6
1 2 0 0 e 12 	1464.137838197	5.882e-04	3
0 3 1 0 f 48 	1464.916742965	7.747e-04	5
